"","C42_1","C42B_1","LNCAP_1","MR49F_1","C42_2","C42B_2","LNCAP_2","MR49F_2","C42_3","C42B_3","LNCAP_3","MR49F_3"
"ENSG00000111237",34,565,216,788,1243,23,96,1767,693,38,14,9
"ENSG00000111247",10,45,264,20,676,25,13,79,214,17,9,12
"ENSG00000111252",11,30,19,29,152,8,88,347,57,13,16,8
"ENSG00000111261",70,104,116,71,958,11,26,64,323,218,20,9
"ENSG00000111266",28,48,292,35,854,4,177,804,61,25,13,9
"ENSG00000111269",29,42,42,291,1075,12,20,556,122,71,30,34
"ENSG00000111271",16,912,70,43,663,15,37,77,17,73,11,5
"ENSG00000111275",18,86,35,158,234,3,4,902,80,50,6,21
"ENSG00000111276",110,125,245,30,772,24,42,1025,94,105,13,14
"ENSG00000111300",27,78,408,138,1221,46,229,2263,252,81,10,60
"ENSG00000111319",22,628,167,384,1096,6,82,1427,571,24,7,5
"ENSG00000111321",55,150,482,204,545,30,534,2687,82,305,45,15
"ENSG00000111325",0,12,4,1,36,1,1,7,23,11,1,1
"ENSG00000111328",19,172,181,52,681,459,97,326,57,119,29,36
"ENSG00000111331",12,549,97,32,523,49,24,40,157,118,13,7
"ENSG00000111344",0,27,0,0,29,1,0,0,12,37,0,0
"ENSG00000111358",17,200,284,97,765,47,2227,1634,44,79,63,7
"ENSG00000111361",15,28,303,370,949,11,40,269,111,407,73,21
"ENSG00000111364",14,370,89,104,800,10,58,1231,249,12,59,21
"ENSG00000111371",99,2769,862,136,3689,70,225,569,1311,602,101,132
"ENSG00000111412",15,262,175,71,549,28,213,567,60,78,17,19
"ENSG00000111424",2,77,8,17,455,8,4,31,69,49,28,2
"ENSG00000111445",19,72,202,163,981,75,178,263,232,26,13,20
"ENSG00000111450",17,32,66,68,223,10,6,423,162,17,10,16
"ENSG00000111452",0,100,3,0,12,44,6,7,1,68,0,0
"ENSG00000111481",16,270,10,887,2416,54,224,2066,352,610,189,97
"ENSG00000111490",10,393,235,22,482,8,15,921,79,73,7,12
"ENSG00000111530",62,604,435,2335,2650,105,246,170,274,682,183,150
"ENSG00000111540",83,270,294,474,1204,10,39,1422,146,103,53,26
"ENSG00000111554",34,64,389,60,350,7,36,586,53,49,6,27
"ENSG00000111581",76,33,574,167,1381,19,156,148,25,117,32,42
"ENSG00000111596",19,966,213,130,819,9,88,286,43,190,25,7
"ENSG00000111602",32,289,498,148,1835,12,2251,1406,620,209,53,262
"ENSG00000111605",154,315,465,536,1840,31,125,697,9,96,60,472
"ENSG00000111615",32,320,379,77,929,25,79,257,678,279,22,10
"ENSG00000111639",23,99,270,465,1191,38,142,31,146,80,20,36
"ENSG00000111640",307,1602,2054,2978,13689,58,545,24121,1619,773,615,256
"ENSG00000111641",42,311,277,195,1859,64,47,1928,385,199,35,110
"ENSG00000111642",38,225,430,930,2693,74,330,3538,266,420,32,36
"ENSG00000111647",20,283,58,11,649,12,38,221,162,129,17,7
"ENSG00000111652",11,115,9,88,581,42,127,241,46,92,9,23
"ENSG00000111653",10,24,14,7,149,3,82,52,32,8,4,1
"ENSG00000111664",0,2,0,0,0,1,0,1,0,64,0,0
"ENSG00000111665",19,60,498,112,781,88,10,74,300,33,41,45
"ENSG00000111666",223,734,396,10861,4166,72,266,7049,202,124,62,370
"ENSG00000111667",25,240,931,53,1284,38,69,205,189,302,79,37
"ENSG00000111669",75,4203,708,84,2678,19,98,529,915,636,748,63
"ENSG00000111670",13,321,354,255,847,51,117,1835,408,89,7,20
"ENSG00000111671",8,39,22,32,46,0,10,1,2,9,2,2
"ENSG00000111674",5,194,81,29,77,11,42,312,20,76,11,3
"ENSG00000111676",12,443,304,62,968,94,22,103,374,132,142,28
"ENSG00000111678",28,28,410,185,383,10,187,130,92,84,16,13
"ENSG00000111679",4,124,76,69,340,13,273,99,84,144,99,6
"ENSG00000111684",35,415,493,502,1794,7,15,2420,93,783,21,21
"ENSG00000111696",5,52,79,79,225,4,13,140,48,37,7,8
"ENSG00000111707",73,19,272,144,1028,13,100,925,131,215,15,35
"ENSG00000111711",50,599,14,79,816,6,37,76,303,87,6,14
"ENSG00000111716",133,336,1385,10,4059,28,25,19,3194,1070,372,1
"ENSG00000111725",3,17,90,203,451,6,37,64,150,78,15,8
"ENSG00000111726",13,56,231,99,647,33,521,1391,529,73,44,16
"ENSG00000111727",11,92,16,21,381,8,67,18,85,86,12,10
"ENSG00000111731",7,9,357,158,1023,7,124,399,161,34,88,64
"ENSG00000111737",11,64,86,152,561,17,125,31,202,25,9,10
"ENSG00000111752",1,6,32,3,37,1,1,75,7,2,1,1
"ENSG00000111775",51,500,127,58,151,9,126,756,208,141,15,77
"ENSG00000111785",9,2,35,43,162,5,22,254,24,53,4,30
"ENSG00000111786",48,365,584,263,2095,25,96,2447,254,227,25,17
"ENSG00000111788",2,5,3,55,160,0,14,18,36,40,3,2
"ENSG00000111790",25,406,86,20,428,4,56,119,68,76,17,14
"ENSG00000111799",0,0,4,3,14,0,2,4,3,0,5,4
"ENSG00000111801",3,5,38,8,65,2,14,15,36,26,22,1
"ENSG00000111802",21,66,11,20,456,9,53,148,116,27,5,9
"ENSG00000111816",3,26,132,6,74,5,37,1,13,8,25,1
"ENSG00000111817",2,38,12,3,99,0,13,25,10,2,1,0
"ENSG00000111832",27,37,15,179,274,4,58,88,109,17,10,7
"ENSG00000111837",1,16,12,4,62,0,7,313,22,1,1,4
"ENSG00000111843",13,46,19,37,895,20,77,302,449,156,26,25
"ENSG00000111845",16,345,46,142,626,2,21,817,7,63,58,21
"ENSG00000111846",2,7,66,16,153,0,33,30,5,2,2,2
"ENSG00000111850",0,1,3,9,22,0,1,19,16,2,16,2
"ENSG00000111859",25,65,17,39,215,4,11,129,6,36,5,3
"ENSG00000111860",2,22,20,10,86,5,2,41,27,33,12,3
"ENSG00000111875",8,64,383,111,347,32,9,65,95,75,21,19
"ENSG00000111877",3,42,17,42,80,9,352,212,117,45,3,12
"ENSG00000111879",3,67,13,18,83,4,46,3,24,14,15,1
"ENSG00000111880",4,15,12,22,156,31,16,269,37,2,4,1
"ENSG00000111885",1,14,1,9,61,0,18,1,3,7,1,1
"ENSG00000111897",138,501,787,649,1953,32,512,78,179,451,72,26
"ENSG00000111906",14,80,191,22,261,6,24,31,40,92,95,7
"ENSG00000111907",71,39,96,45,933,100,32,346,142,80,59,11
"ENSG00000111911",8,13,224,118,655,4,157,227,171,36,3,56
"ENSG00000111912",8,84,50,18,304,14,16,50,120,9,54,3
"ENSG00000111913",0,0,133,71,9,0,60,667,1,0,16,11
"ENSG00000111961",9,258,80,81,544,6,59,52,12,73,61,33
"ENSG00000111962",2,2,2,6,40,3,6,0,9,21,0,0
"ENSG00000111981",1,11,28,22,75,1,6,16,6,16,5,3
"ENSG00000112029",18,23,39,46,356,8,6,322,42,62,18,14
"ENSG00000112031",0,6,5,18,51,1,1,66,25,5,4,6
"ENSG00000112033",9,78,44,56,315,2,8,78,44,34,5,4
"ENSG00000112039",2,94,25,19,48,6,31,110,14,9,2,10
"ENSG00000112062",12,8,150,94,839,9,7,170,124,163,24,58
"ENSG00000112078",43,1321,509,168,2449,17,14,188,222,90,38,49
"ENSG00000112079",43,26,49,31,624,7,4,438,17,105,8,14
"ENSG00000112081",136,727,147,1687,3571,168,867,71,513,1130,338,426
"ENSG00000112096",25,55,327,275,1033,19,71,819,24,46,13,21
"ENSG00000112110",32,23,271,151,549,9,142,57,308,82,18,12
"ENSG00000112118",55,381,274,93,2249,16,318,1240,365,157,20,25
"ENSG00000112130",6,71,73,49,244,8,82,349,163,78,4,5
"ENSG00000112139",5,0,4,1,74,0,0,26,21,0,0,0
"ENSG00000112144",62,138,160,95,1142,15,706,34,399,152,12,7
"ENSG00000112146",386,352,19,122,960,13,84,1011,394,106,16,5
"ENSG00000112149",1,5,3,2,54,1,9,107,7,14,3,1
"ENSG00000112159",9,173,37,102,417,26,75,560,11,97,13,12
"ENSG00000112167",17,82,195,29,437,2,63,46,167,49,4,7
"ENSG00000112183",2,3,12,78,162,1,2,129,42,20,0,27
"ENSG00000112186",6,20,12,29,195,5,8,389,22,28,6,15
"ENSG00000112200",19,178,110,148,1108,17,24,106,145,73,2,31
"ENSG00000112208",18,102,28,3,499,6,51,0,90,8,11,0
"ENSG00000112210",5,3,54,34,431,25,3,36,65,31,6,1
"ENSG00000112218",2,18,8,84,111,1,11,223,4,11,3,2
"ENSG00000112234",9,15,89,53,196,12,96,364,123,58,49,6
"ENSG00000112237",9,181,352,176,1105,30,512,398,93,127,300,67
"ENSG00000112242",28,184,41,341,549,17,27,94,306,79,10,25
"ENSG00000112245",83,322,181,451,3208,63,619,234,398,32,653,168
"ENSG00000112249",16,175,218,214,736,15,152,37,180,163,18,16
"ENSG00000112276",0,22,4,11,50,1,1,22,6,36,1,1
"ENSG00000112282",12,200,343,293,723,14,12,290,134,130,126,18
"ENSG00000112290",4,185,36,18,201,4,8,24,66,23,1,5
"ENSG00000112293",0,13,0,0,5,0,1,4,4,1,0,0
"ENSG00000112294",4,141,36,13,247,8,45,72,52,26,8,1
"ENSG00000112297",44,313,53,24,1452,5,28,6,225,99,23,0
"ENSG00000112299",2,2,3,0,49,0,0,0,1,0,0,0
"ENSG00000112304",6,8,59,38,408,3,11,673,56,143,23,13
"ENSG00000112305",1,33,13,21,108,3,14,11,60,45,2,3
"ENSG00000112306",31,181,665,202,1130,41,128,251,392,38,16,50
"ENSG00000112308",23,1346,667,221,1626,14,213,2107,789,80,27,21
"ENSG00000112312",7,22,270,126,205,15,51,268,245,59,8,11
"ENSG00000112320",0,4,37,7,60,1,0,67,17,14,2,2
"ENSG00000112335",6,47,292,212,439,16,75,1177,203,379,77,13
"ENSG00000112339",13,54,431,203,717,30,235,82,37,62,17,33
"ENSG00000112343",5,29,54,1,137,2,3,44,9,63,7,6
"ENSG00000112357",3,26,32,38,85,2,13,64,28,5,9,26
"ENSG00000112365",6,370,64,100,439,6,155,122,294,98,57,13
"ENSG00000112367",2,33,22,23,190,10,2,33,25,24,1,2
"ENSG00000112378",76,2147,159,167,2810,19,492,158,532,76,50,25
"ENSG00000112379",52,470,2953,1676,1436,23,911,467,300,405,619,110
"ENSG00000112394",10,4,28,33,468,3,5,253,97,63,27,3
"ENSG00000112406",3,5,216,28,108,4,3,48,29,2,26,3
"ENSG00000112414",8,752,1216,0,1820,118,319,0,371,816,437,0
"ENSG00000112419",3,58,114,287,388,3,102,67,53,25,9,14
"ENSG00000112425",1,32,61,25,44,0,1,91,16,3,2,4
"ENSG00000112473",65,170,818,237,2730,69,1819,63,1191,61,39,34
"ENSG00000112511",5,30,23,49,214,7,3,349,7,19,12,9
"ENSG00000112514",7,772,256,211,539,9,17,913,118,72,29,8
"ENSG00000112530",0,0,0,0,11,0,0,1,1,2,0,0
"ENSG00000112531",45,58,127,59,997,17,34,97,18,58,5,15
"ENSG00000112541",6,10,25,2,243,0,68,1,39,3,20,0
"ENSG00000112561",1,16,22,29,71,1,2,24,18,10,2,24
"ENSG00000112562",0,10,8,17,2,0,0,26,0,12,1,0
"ENSG00000112576",5,122,76,91,343,4,19,40,8,185,18,34
"ENSG00000112578",4,58,77,111,102,0,25,69,21,16,6,12
"ENSG00000112584",7,17,36,63,114,7,14,90,50,200,8,6
"ENSG00000112592",2,13,31,25,142,3,6,231,82,40,21,3
"ENSG00000112624",7,19,398,15,535,12,200,393,191,7,66,7
"ENSG00000112640",14,71,423,148,1041,20,42,90,13,111,7,7
"ENSG00000112651",31,51,32,16,351,4,20,252,44,40,2,3
"ENSG00000112655",10,55,43,31,149,37,20,97,167,46,14,9
"ENSG00000112658",5,34,105,55,403,156,4,572,113,97,11,4
"ENSG00000112659",10,23,27,46,311,8,7,100,105,113,6,15
"ENSG00000112667",3,18,30,7,198,4,7,2,52,5,0,1
"ENSG00000112679",6,339,66,86,250,8,5,173,90,98,6,4
"ENSG00000112685",3,18,7,181,246,4,28,310,30,24,6,6
"ENSG00000112695",37,225,128,1006,1264,5,71,35,403,114,42,62
"ENSG00000112697",22,593,304,70,952,45,257,1489,101,509,11,61
"ENSG00000112699",80,6,51,22,302,2,2,7,103,26,2,8
"ENSG00000112701",29,31,377,77,1306,63,305,918,156,205,76,37
"ENSG00000112715",57,69,106,16,1372,54,104,168,409,312,13,11
"ENSG00000112739",9,258,539,51,1895,16,160,1543,304,487,54,87
"ENSG00000112742",19,35,67,10,517,19,7,328,73,67,6,18
"ENSG00000112759",27,773,61,132,549,18,64,143,447,35,14,15
"ENSG00000112763",13,104,5,32,407,2,31,98,123,39,13,3
"ENSG00000112773",0,1,0,0,26,0,0,2,2,0,0,0
"ENSG00000112787",41,98,90,120,382,5,107,95,10,134,8,26
"ENSG00000112796",7,482,28,39,338,8,4,297,106,171,57,8
"ENSG00000112812",1,46,8,0,102,2,7,6,37,24,1,1
"ENSG00000112851",45,836,29,206,3266,61,102,38,182,92,30,84
"ENSG00000112852",0,5,44,26,25,0,10,250,0,1,18,16
"ENSG00000112855",23,170,308,123,697,40,96,1125,270,163,26,140
"ENSG00000112874",11,73,253,288,664,16,30,37,162,174,164,49
"ENSG00000112877",2,156,13,11,125,3,25,19,39,12,8,3
"ENSG00000112893",9,136,17,53,945,15,9,78,183,240,40,43
"ENSG00000112902",0,0,0,0,19,0,0,0,7,6,0,0
"ENSG00000112941",28,71,49,100,504,14,19,915,112,57,16,15
"ENSG00000112964",6,35,90,197,630,15,64,13,152,28,16,9
"ENSG00000112972",50,281,312,503,2207,10,82,2289,377,311,105,94
"ENSG00000112977",14,7,262,64,800,16,154,2042,383,166,27,29
"ENSG00000112981",1,28,36,24,72,0,3,3,15,11,14,6
"ENSG00000112983",52,170,64,197,382,34,65,247,298,257,35,30
"ENSG00000112984",7,143,206,150,958,7,12,151,294,175,27,17
"ENSG00000112992",4,10,0,127,312,18,0,23,67,35,0,34
"ENSG00000112996",5,103,141,201,574,5,18,1309,202,47,21,13
"ENSG00000113013",101,797,1326,965,4522,311,394,6574,437,731,57,217
"ENSG00000113048",21,421,382,728,1428,51,175,2597,497,535,168,143
"ENSG00000113068",11,9,89,122,426,3,26,652,27,58,18,18
"ENSG00000113070",3,49,11,13,104,32,4,8,22,90,1,0
"ENSG00000113073",0,1,1,1,6,0,0,0,0,4,0,0
"ENSG00000113083",0,1,6,5,34,0,1,3,11,1,0,1
"ENSG00000113108",10,83,19,55,357,5,21,519,114,155,53,11
"ENSG00000113119",10,34,12,20,317,6,16,314,48,12,3,5
"ENSG00000113141",10,144,79,186,710,35,63,523,164,314,100,6
"ENSG00000113161",178,21,534,78,3302,17,268,2378,740,327,107,33
"ENSG00000113163",101,73,117,59,798,13,43,839,165,221,24,13
"ENSG00000113194",130,505,428,609,669,70,331,158,710,167,135,105
"ENSG00000113209",0,1,32,13,3,0,7,4,3,5,3,2
"ENSG00000113240",11,22,12,8,306,10,54,75,4,98,6,3
"ENSG00000113248",0,0,5,11,1,0,3,6,2,0,0,1
"ENSG00000113269",15,148,22,72,570,4,19,1077,66,325,20,16
"ENSG00000113272",1,3,2,41,78,5,18,231,7,9,12,0
"ENSG00000113273",2,42,10,42,224,2,1,343,4,8,10,8
"ENSG00000113282",12,141,180,397,1306,22,119,2000,261,159,37,8
"ENSG00000113296",0,4,1,1,16,0,0,0,12,3,0,0
"ENSG00000113300",44,247,676,345,1217,28,174,140,313,235,34,29
"ENSG00000113312",6,17,112,26,986,24,20,903,130,175,7,3
"ENSG00000113318",5,8,67,39,286,2,43,111,87,50,3,5
"ENSG00000113327",0,2,0,0,0,0,0,0,0,1,0,0
"ENSG00000113328",88,449,325,691,2564,114,460,913,255,1085,220,16
"ENSG00000113356",5,8,156,28,173,6,46,11,96,61,7,9
"ENSG00000113360",40,101,207,313,646,14,57,261,182,102,22,17
"ENSG00000113368",42,564,169,423,1838,92,219,847,55,222,41,164
"ENSG00000113369",27,9,243,198,927,35,1146,76,337,83,107,222
"ENSG00000113384",84,138,314,185,2078,17,53,170,162,190,47,40
"ENSG00000113387",71,211,385,188,2630,73,260,2384,163,43,66,127
"ENSG00000113389",0,19,0,5,41,5,0,9,6,18,1,1
"ENSG00000113391",7,62,110,244,264,7,19,763,15,41,8,30
"ENSG00000113407",106,93,308,807,3541,34,123,320,115,438,89,208
"ENSG00000113430",1,6,12,17,37,2,3,15,3,66,1,3
"ENSG00000113441",24,279,404,181,233,21,190,2055,115,77,103,37
"ENSG00000113448",2,14,62,48,14,10,4,29,14,79,2,5
"ENSG00000113456",10,48,106,255,89,8,177,35,125,56,37,35
"ENSG00000113460",17,10,38,26,80,8,122,115,131,232,56,204
"ENSG00000113494",2,1,2,2,43,0,2,51,35,0,0,1
"ENSG00000113504",85,296,427,211,106,33,87,267,408,348,90,134
"ENSG00000113522",49,120,58,162,264,20,50,1973,239,328,52,68
"ENSG00000113532",0,0,6,38,2,0,5,646,3,0,0,8
"ENSG00000113552",14,21,44,162,117,6,89,88,171,116,12,43
"ENSG00000113558",68,432,130,79,30,58,231,847,373,386,270,103
"ENSG00000113569",24,125,125,231,197,25,226,277,469,244,26,34
"ENSG00000113575",67,687,353,99,97,82,119,781,639,831,340,249
"ENSG00000113583",117,235,98,261,93,130,122,2653,454,261,94,109
"ENSG00000113593",5,24,71,125,21,3,12,484,117,45,12,11
"ENSG00000113594",58,151,81,185,88,53,32,536,85,110,32,35
"ENSG00000113595",2,50,27,28,42,7,22,498,123,68,5,44
"ENSG00000113597",10,229,248,86,123,7,59,450,168,189,31,37
"ENSG00000113615",5,156,99,220,94,26,854,1270,156,51,46,20
"ENSG00000113621",19,169,79,35,37,48,38,111,121,68,30,10
"ENSG00000113638",0,23,36,4,10,2,14,32,11,11,70,6
"ENSG00000113643",17,172,295,283,144,72,132,188,189,24,40,49
"ENSG00000113645",28,135,322,173,231,16,132,325,616,131,173,34
"ENSG00000113648",98,549,780,545,985,78,110,3076,1623,498,219,191
"ENSG00000113649",61,21,302,248,171,12,181,2457,280,378,16,186
"ENSG00000113657",11,159,16,8,126,7,4,16,126,36,0,1
"ENSG00000113658",18,240,194,77,153,84,155,122,514,439,48,38
"ENSG00000113712",15,27,94,292,114,17,132,127,356,487,81,29
"ENSG00000113716",63,319,53,204,410,31,143,2157,129,71,167,27
"ENSG00000113719",351,341,778,1611,1114,45,768,263,529,328,342,65
"ENSG00000113721",3,6,0,1,0,1,0,7,6,2,0,0
"ENSG00000113732",76,266,36,70,571,3,155,637,367,41,51,28
"ENSG00000113734",2,20,3,17,25,5,22,26,64,37,6,5
"ENSG00000113739",42,71,67,114,159,20,24,1032,625,268,71,14
"ENSG00000113742",18,78,159,49,35,10,34,17,111,122,26,17
"ENSG00000113749",0,3,0,0,0,0,0,20,1,18,0,0
"ENSG00000113758",9,388,156,426,176,47,27,1826,33,220,58,147
"ENSG00000113761",3,72,13,39,32,4,16,264,39,127,3,2
"ENSG00000113763",0,0,1,0,0,0,0,1,9,0,0,0
"ENSG00000113790",0,33,13,11,16,0,13,69,42,15,2,1
"ENSG00000113805",8,0,8,1,11,0,4,24,38,0,2,2
"ENSG00000113810",35,185,607,1189,511,47,161,757,477,811,107,285
"ENSG00000113811",14,58,86,92,70,15,65,113,207,86,13,10
"ENSG00000113812",10,26,420,153,82,8,47,155,82,135,12,15
"ENSG00000113838",8,65,71,109,7,3,17,117,83,22,4,13
"ENSG00000113845",32,383,90,468,82,20,163,1571,171,216,89,6
"ENSG00000113851",8,12,14,117,77,5,414,710,64,81,4,9
"ENSG00000113889",0,0,3,3,0,0,2,2,0,1,2,0
"ENSG00000113916",52,219,91,41,43,15,66,217,48,87,10,13
"ENSG00000113924",4,23,9,5,17,0,3,15,6,4,14,0
"ENSG00000113966",4,61,25,10,3,5,11,356,13,10,13,6
"ENSG00000113971",5,21,27,9,23,3,6,7,64,5,8,4
"ENSG00000114019",0,23,34,0,10,1,5,0,4,4,3,0
"ENSG00000114021",35,320,345,95,380,29,51,308,234,273,25,26
"ENSG00000114023",32,242,441,473,228,46,35,476,445,456,36,36
"ENSG00000114026",6,29,46,56,6,3,39,310,67,49,12,5
"ENSG00000114030",19,299,128,30,303,17,82,376,432,426,32,10
"ENSG00000114054",35,163,770,224,374,48,83,698,708,348,44,33
"ENSG00000114062",46,598,995,1769,222,32,204,114,1293,47,408,71
"ENSG00000114098",24,74,103,227,85,13,21,180,90,202,8,9
"ENSG00000114107",9,67,59,67,287,28,91,54,153,79,48,35
"ENSG00000114120",13,106,129,327,114,19,30,2537,395,372,51,39
"ENSG00000114125",6,61,22,15,23,7,99,616,120,26,12,8
"ENSG00000114126",11,16,29,70,44,47,21,1084,53,399,19,15
"ENSG00000114127",18,210,152,217,86,29,121,1175,32,142,6,20
"ENSG00000114166",1,40,77,86,27,6,39,548,32,39,4,3
"ENSG00000114200",0,0,43,2,2,0,21,2,4,0,1,2
"ENSG00000114209",12,141,56,157,201,15,34,234,282,116,17,33
"ENSG00000114248",0,9,9,4,7,2,0,47,10,29,0,1
"ENSG00000114251",3,128,8,42,5,12,8,802,131,220,1,13
"ENSG00000114268",3,40,36,52,7,9,4,244,55,15,4,6
"ENSG00000114270",32,44,103,27,9,3,41,457,119,32,3,13
"ENSG00000114279",0,0,0,1,0,0,0,0,2,0,0,0
"ENSG00000114302",36,25,375,138,17,7,51,532,529,141,109,71
"ENSG00000114315",3,9,1,0,1,1,0,18,23,4,0,0
"ENSG00000114316",12,114,17,141,8,10,71,129,117,47,31,11
"ENSG00000114331",14,79,56,219,267,75,106,1333,105,727,20,18
"ENSG00000114346",32,233,626,521,33,84,150,412,663,194,52,20
"ENSG00000114353",18,120,471,52,14,8,39,666,36,84,40,7
"ENSG00000114354",47,110,376,16,28,47,125,246,391,246,17,33
"ENSG00000114374",12,0,640,239,8,0,94,1621,100,0,68,34
"ENSG00000114378",0,0,0,1,0,0,6,1,2,1,0,0
"ENSG00000114383",11,27,46,23,29,9,29,625,15,113,17,7
"ENSG00000114388",4,32,85,72,2,2,36,132,75,223,18,3
"ENSG00000114391",12,72,56,83,2,3,14,37,18,92,14,24
"ENSG00000114395",16,63,50,121,20,3,16,353,5,37,13,14
"ENSG00000114416",36,379,271,153,53,45,169,1650,357,1079,55,16
"ENSG00000114423",10,24,13,5,12,3,15,65,64,2,0,9
"ENSG00000114439",50,112,27,194,150,145,40,2533,31,105,146,41
"ENSG00000114446",43,171,40,45,10,10,91,235,215,30,109,38
"ENSG00000114450",24,186,288,16,205,30,151,53,98,291,31,2
"ENSG00000114473",4,62,39,21,15,9,18,47,15,7,3,3
"ENSG00000114480",4,68,54,50,58,3,36,60,40,159,16,52
"ENSG00000114491",6,109,550,28,20,9,58,18,188,333,16,7
"ENSG00000114503",12,214,169,25,161,21,166,85,560,152,27,11
"ENSG00000114520",15,268,164,97,40,51,285,1778,210,152,11,89
"ENSG00000114529",0,0,1,0,0,0,3,0,0,0,0,0
"ENSG00000114541",3,14,9,6,4,2,75,0,10,3,3,0
"ENSG00000114544",3,101,55,139,59,4,9,147,34,7,6,2
"ENSG00000114554",44,78,90,112,42,22,15,358,208,215,11,4
"ENSG00000114573",26,613,146,357,202,28,366,62,582,485,83,25
"ENSG00000114626",1,4,21,18,5,1,2,14,6,1,0,1
"ENSG00000114631",134,271,286,262,119,25,88,15,155,250,288,151
"ENSG00000114646",5,3,35,42,10,2,23,19,61,28,5,16
"ENSG00000114648",3,114,88,241,20,25,15,113,164,133,18,49
"ENSG00000114650",26,170,26,204,25,21,24,1116,163,79,38,20
"ENSG00000114654",2,61,3,5,29,2,4,46,30,10,0,1
"ENSG00000114656",17,8,27,8,19,3,5,117,72,13,1,2
"ENSG00000114670",1,19,2,10,5,0,1,74,1,36,0,1
"ENSG00000114686",14,218,313,155,301,63,72,237,549,888,24,48
"ENSG00000114735",7,90,52,6,76,20,22,57,191,171,31,10
"ENSG00000114737",0,3,5,4,1,2,1,6,0,10,1,1
"ENSG00000114738",32,239,65,186,17,84,57,1424,43,245,43,21
"ENSG00000114739",0,33,4,6,27,3,60,268,40,21,6,6
"ENSG00000114742",2,89,15,54,15,45,38,776,18,45,16,5
"ENSG00000114744",21,109,177,86,6,65,26,782,183,71,16,23
"ENSG00000114745",26,183,517,46,21,6,35,59,243,172,12,2
"ENSG00000114767",4,131,55,88,17,15,80,21,135,67,48,7
"ENSG00000114770",39,387,216,48,75,20,66,248,394,353,75,7
"ENSG00000114779",7,72,45,50,11,3,48,523,61,59,49,5
"ENSG00000114784",14,103,52,62,14,11,21,602,75,180,8,26
"ENSG00000114786",0,5,10,4,1,0,0,12,1,2,0,0
"ENSG00000114790",77,295,1153,139,1215,343,133,550,200,10038,102,22
"ENSG00000114796",5,57,32,12,10,6,7,46,67,116,34,14
"ENSG00000114805",11,32,33,65,84,2,12,50,106,29,6,34
"ENSG00000114812",13,32,142,53,20,10,67,150,174,38,15,2
"ENSG00000114841",6,5,55,4,6,1,40,45,20,20,11,5
"ENSG00000114850",124,953,203,1313,262,158,330,645,1645,1054,61,207
"ENSG00000114853",0,36,54,24,6,5,7,25,20,24,2,3
"ENSG00000114854",0,3,3,1,0,2,1,0,3,7,0,0
"ENSG00000114857",65,734,91,367,327,77,361,1038,1362,205,108,63
"ENSG00000114859",7,242,106,73,26,50,60,943,110,115,10,12
"ENSG00000114861",2,22,77,36,78,2,13,81,25,34,4,6
"ENSG00000114867",148,1503,1562,1543,427,383,853,20597,3122,2154,95,255
"ENSG00000114902",35,505,244,590,20,42,91,538,651,159,98,30
"ENSG00000114904",10,145,78,55,60,6,33,1416,48,157,76,106
"ENSG00000114923",1,28,1,33,2,2,15,64,8,16,5,9
"ENSG00000114933",7,80,39,14,13,5,30,92,58,17,12,0
"ENSG00000114942",4,65,29,84,5,13,29,61,154,81,9,4
"ENSG00000114948",0,6,2,31,2,1,6,6,33,7,1,0
"ENSG00000114956",10,21,34,13,9,6,7,346,10,34,6,12
"ENSG00000114978",5,122,48,7,14,21,89,952,982,41,286,24
"ENSG00000114982",10,56,335,111,13,16,41,99,280,204,5,80
"ENSG00000114988",6,54,29,70,16,4,20,40,95,100,40,24
"ENSG00000114993",8,63,37,13,13,13,20,424,67,85,19,29
"ENSG00000114999",2,11,132,34,105,15,667,543,196,107,36,6
"ENSG00000115009",10,186,37,0,12,17,11,1,157,123,42,0
"ENSG00000115020",6,14,278,51,50,4,72,998,81,43,35,12
"ENSG00000115041",0,3,5,10,4,1,3,62,3,19,3,1
"ENSG00000115042",3,3,38,19,20,4,12,266,22,18,2,2
"ENSG00000115053",162,887,4698,215,1145,163,1254,4277,3446,1460,390,339
"ENSG00000115073",14,28,15,162,27,4,85,1198,125,40,9,13
"ENSG00000115084",25,109,120,34,118,10,113,82,505,155,18,62
"ENSG00000115091",37,290,488,226,537,11,47,2114,1102,743,1047,48
"ENSG00000115107",5,36,51,48,1,3,33,18,102,50,5,0
"ENSG00000115109",15,12,96,26,38,18,41,408,108,111,18,27
"ENSG00000115112",0,1,1,0,1,0,0,3,5,0,0,0
"ENSG00000115128",16,41,248,768,21,35,66,267,369,591,26,73
"ENSG00000115129",1,16,10,3,4,2,13,56,1,21,1,0
"ENSG00000115137",2,22,15,1,6,1,54,18,22,24,1,3
"ENSG00000115145",7,52,20,76,12,6,49,796,109,26,8,6
"ENSG00000115159",27,72,49,225,28,135,103,154,136,388,12,15
"ENSG00000115163",8,10,14,118,62,7,19,39,15,29,3,13
"ENSG00000115170",4,37,28,43,12,3,10,13,72,15,1,1
"ENSG00000115183",138,927,410,137,246,43,111,539,753,826,37,6
"ENSG00000115194",0,16,0,4,0,3,0,51,0,21,0,1
"ENSG00000115204",8,36,223,108,17,11,41,179,8,13,6,7
"ENSG00000115207",56,64,195,10,29,16,75,1651,268,289,25,22
"ENSG00000115211",7,151,62,497,20,39,111,994,28,131,18,2
